,"Corn, China","Wheat, China","Japonica Rice, China","Pork, China","Beef, China","Mutton, China","Cotton, China","Soybean, China","Soybean Meal, China","Soybean Oil, China","Rapeseed Meal, China","Rapeseed Oil, China","Palm Oil, China","Pure Benzene, China","Toluene, China","O-Xylene, China","Styrene, China","Butadiene, China","P-Xylene, China","PTA, China","Epoxy Ethane, China","Propylene, China","Polystyrene, China","Natural Rubber, China","PP, China","Causticsoda, China","Potassic Fertilizers, China","Xylene, China","Glycol, China","Acrylamide, China","Acrylic Acid, China","Acrylonitrile, China","Butyl Acrylate, China","PET Chips, China","Methyl Methacrylate, China","PVC, China","Urea, China","Methanol, China","Metallurgical Coke, China","Hard Coking Coal, China","Coking Coal, China","Hot-rolled Sheet/Coil, China","Platinum, China","Silver, China","Palladium, China","Gold, China","Copper, China","Nickel, China","Aluminum, China","Zinc, China","Lead, China","Tin, China","Chrome Metal, China","Silicon Metal, China","Cobalt, China","Ingot, China","Electrolytic Manganese, China","Nickel Sulfate, China","Antimony, China","Soybean Oil, US","Diesel Oil, Singapore","Gasoline, Japan",Brent,WTI,Henry Hub Natural Gas,"Crude Oil, UAE Dubai","Naphtha, Korea","Gold, UK","Silver, UK","Platinum, UK","Palladium, UK"
11,-0.068531616,0.007630035,0.007630035,-0.158001473,-0.121939627,-0.617035432,-0.297504827,0.007630035,0.075509838,0.007630035,0.007630035,0.007630035,0.007630035,1.124960095,-0.3197025,0.007630035,1.386962248,0.007630035,1.064876485,1.20524914,0.007630035,0.007630035,0.007630035,-1.039499952,1.546121919,0.007630035,0.007630035,0.007630035,0.431359482,0.007630035,0.007630035,0.007630035,0.007630035,0.007630035,0.007630035,0.007630035,0.007630035,-1.115977292,0.007630035,0.007630035,-0.371158297,0.105910141,0.007630035,-0.145298577,0.798147986,-0.118984315,0.289003321,-0.370497234,-0.551030636,0.081951852,0.044701398,1.387749975,0.007630035,0.007630035,-1.71442974,0.007630035,0.007630035,0.007630035,0.007630035,-0.604434345,5.406722127,1.445999247,3.640130457,2.716480174,-4.989697114,7.682020598,7.786537651,-0.20177117,-5.724023016,0.795910967,1.007057856
12,0.063921396,0.018314459,0.018314459,-0.023136318,0.055351497,-0.284650499,-0.048438916,0.018314459,-0.105918196,0.0005764,-0.100700754,2.4490979,-0.515969601,0.018314459,1.644366546,0.018314459,2.052282883,0.018314459,1.868722057,-1.179304645,0.018314459,0.018314459,2.357602417,-1.039896474,0.018314459,0.018314459,0.018314459,1.761277973,-0.617954919,0.018314459,0.018314459,0.018314459,0.018314459,0.966188855,0.018314459,0.018314459,-2.280637363,0.018314459,-0.131723078,0.018314459,0.018314459,0.018314459,-1.128233352,-0.503399168,-2.372237626,-0.112689004,-0.630031716,-0.449044358,-0.919778724,-1.102354722,0.535875689,-1.266010857,0.018314459,0.018314459,0.018314459,0.018314459,0.018314459,0.018314459,0.018314459,0.637907149,2.533744644,3.440617687,0.393046613,1.345915337,5.870760083,6.343756319,6.128905294,-0.197681797,3.61572286,-1.944029204,0.400000533
13,-0.065178604,0.026292464,-0.035099768,2.26008295,0.11291136,-0.70923519,-0.035099768,-0.035099768,-0.012704103,-0.035099768,0.409474076,-2.150922318,-0.035099768,-0.035099768,-0.035099768,1.945162962,0.633799047,-0.035099768,3.290955116,-0.035099768,-8.373260662,2.444366094,-0.035099768,2.070241152,-0.035099768,-0.035099768,-0.035099768,-0.685156228,2.070241152,-0.53635395,-0.035099768,1.23880281,-0.035099768,-0.035099768,-0.035099768,-0.035099768,-0.813313812,-0.035099768,-0.035099768,-0.035099768,-0.035099768,-0.035099768,0.484486742,0.241440584,3.139770064,0.643411801,-0.403424309,-0.035099768,-0.129394918,1.23404754,1.501703255,-0.035099768,-0.035099768,-0.035099768,-0.035099768,-0.035099768,-1.768245403,-0.035099768,-0.035099768,-0.40241503,1.091797058,-1.87961038,-2.104056885,-6.252035698,0,2.157651536,-0.18512266,1.313515735,1.759989111,0.115406822,0.199401861
14,0.013685007,0.10561282,0.044258255,0.730713606,0.339624909,1.25876028,-0.045032176,0.044258255,0.055827384,0.044258255,0.044258255,0.044258255,0.400622269,0.044258255,0.259081109,0.044258255,0.044258255,0.044258255,-0.612161445,1.24187736,0.044258255,2.064528987,0.044258255,0.044258255,0.044258255,-2.017670465,0.044258255,0.044258255,-3.130611576,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.45325678,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.093362111,-0.652503122,-0.078554164,0.044258255,0.216313943,-0.239994352,-0.911842284,-0.713321126,0.78335992,1.772163016,-0.16661118,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.044258255,0.100755676,-2.557684179,-5.124234546,-4.635860816,-5.593135138,-9.662683569,-5.211067745,-3.745756253,0.177383639,-0.489682685,-0.46242857,-1.404235712
15,-0.107594175,-0.01678992,-0.01678992,-0.622240811,0.240942181,0.756243777,-0.035551044,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,0.727762886,-0.01678992,-0.44689811,-0.01678992,-0.685688735,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.452520457,1.052738992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.583363674,-0.01678992,-3.532415618,-1.353963617,-0.01678992,-1.086482271,-0.047516606,-4.001380775,-0.01678992,-0.07373753,-0.684101657,-0.397742762,0.350722438,-0.01678992,-0.28581391,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,-0.01678992,0.635772595,-0.103680673,-8.436560359,4.419911326,7.689910437,-0.484262448,-1.891715913,-7.528306042,0.309666251,1.046399503,-0.232018666,-0.404858853
16,-0.043628231,0.032220697,0.032220697,0.354931747,0.105601731,0.522365525,-0.062439701,0.032220697,-0.024433234,0.032220697,0.061491895,0.032220697,0.365066151,0.032220697,0.032220697,0.032220697,1.949212307,3.541352678,0.731524246,0.032220697,0.032220697,0.630427864,0.032220697,3.523847207,0.816538443,0.032220697,-0.461607467,0.467951234,3.356084844,-0.481919253,0.032220697,0.032220697,1.741664033,0.032220697,0.032220697,0.032220697,0.032220697,2.985455453,0.182483685,0.032220697,0.032220697,2.21550628,-0.939235824,-0.53016054,-1.567813438,-0.667670726,1.632254831,2.194791834,1.683634373,3.102943472,0.498924111,0.634339637,0.032220697,0.032220697,0.032220697,0.032220697,0.032220697,0.032220697,0.032220697,0.328515407,-2.398661336,0.732441406,5.917434917,5.841555579,1.626052087,-2.378273205,0.197647423,-1.650222736,-2.436735645,-2.039791603,-1.190490251
17,-0.257080144,0.048635061,-0.165595953,-1.096211611,-0.606692055,-0.570325444,-0.165595953,-0.165595953,-0.336502456,-0.209342923,-0.194867151,-0.165595953,-0.331980031,-0.165595953,0.690940333,1.604361757,0.465320966,3.224559214,0.874274769,2.133355869,-0.165595953,0.823531795,2.63570767,-1.150825597,-0.165595953,-2.270936873,-0.165595953,0.484460507,1.739223544,-0.165595953,-0.165595953,-0.165595953,1.515115878,0.756069557,-0.165595953,1.224694564,1.36115126,-2.304714951,-0.165595953,-0.165595953,-0.165595953,1.094042815,-0.403975089,-0.195282758,-1.79164804,0.339287607,-0.040361121,0.471207384,0.016222279,-1.410425306,-1.065044363,1.304948111,-0.165595953,-0.165595953,-0.165595953,-0.165595953,-0.165595953,-0.165595953,-0.165595953,-9.416292081,0.29382979,0.617285911,-5.162239383,1.487133877,-0.539084863,0.709342613,0.634922768,0.851033977,1.390290517,0.756351526,-0.600602406
18,-0.105292528,-0.044418917,-0.044418917,-0.533417446,-0.41349112,-0.75128702,-0.107685253,-0.584054962,-1.132649553,-0.571215292,-0.044418917,-0.149295696,-1.047772487,-0.044418917,-0.471769995,1.694755354,-1.310258604,-0.044418917,0.076197967,-2.34337074,-0.044418917,-0.044418917,1.05449324,0.940810727,-0.044418917,-0.044418917,-0.044418917,-0.044418917,-1.949238414,-0.044418917,-0.044418917,-0.044418917,-0.044418917,0.868829439,-1.091548904,0.545553296,-0.044418917,-0.044418917,-0.044418917,-0.044418917,-0.044418917,-0.276491428,1.038007147,-0.192985279,-0.044418917,0.27908613,-0.686162191,0.029365488,-0.044418917,-0.672693235,-0.225283499,1.808361184,-0.044418917,-0.044418917,-0.044418917,-0.044418917,-0.570274642,-0.044418917,-0.044418917,6.690059411,-3.129135359,-0.838671877,-1.261846396,-4.792684347,0,-3.110830233,-3.379243498,2.378656705,0.720605804,2.235324578,0
19,-0.131238527,-0.024498546,-0.024498546,-0.18803088,0.473427794,1.087099048,-0.043404048,-0.024498546,-0.601943278,-0.024498546,-0.084076754,-0.024498546,-0.125389828,-0.024498546,0.402852532,-0.024498546,-0.024498546,6.429353568,-0.145115429,-0.024498546,-0.024498546,-0.024498546,-1.123410703,-0.024498546,0.753715499,-0.024498546,0.469329619,-0.674555006,0.550766703,-0.024498546,-0.024498546,-0.024498546,1.62843165,0.157154547,-0.024498546,-0.024498546,0.730222018,-1.111465769,-0.024498546,-0.024498546,-0.024498546,0.439109146,0.135916681,-0.024498546,-1.677428741,1.266839716,0.561604165,-0.024498546,1.239056172,2.191658635,0.517116788,0.675490313,-0.024498546,-0.024498546,-0.024498546,-0.024498546,-0.024498546,-0.024498546,-0.024498546,-0.914175996,2.835305568,4.337193215,4.135518568,3.401137541,-3.857227479,3.413300637,5.570254461,-1.186301235,-1.04987841,-2.127739845,-2.233595394
20,-0.228799902,-0.030614744,-0.030614744,-0.440619419,-0.21474295,-0.948934065,-0.601432453,-0.030614744,-0.471560099,-0.074612078,-0.119543163,-0.030614744,-0.030614744,-0.030614744,-0.457965822,1.678828592,1.235224943,-1.923415733,-0.030614744,-1.200218721,-0.030614744,0.948825015,-0.030614744,-3.015911059,-0.030614744,-0.885320802,-0.030614744,-0.684924603,-1.572071084,-0.030614744,-0.030614744,-0.030614744,-0.030614744,-0.030614744,-0.030614744,0.94500275,0.718452429,-1.683544939,-0.030614744,-0.030614744,-0.030614744,-0.308521361,-1.843094492,-0.686941683,-0.867439711,0.003952114,-1.164048833,-2.087319133,0.327487697,-2.667825178,-0.536030983,-0.338006351,-0.030614744,-0.030614744,-0.030614744,-0.030614744,-0.030614744,-0.030614744,-0.030614744,1.284235291,2.206952675,5.632095706,8.548721879,0.793025568,0,2.289036749,3.573166135,-0.771577432,0.065941315,-0.215285336,1.021459341
21,-0.679370692,-0.235548523,-0.174325298,-0.297655222,-0.654651365,0.701467974,-0.409899008,-0.174325298,-0.722946943,-0.174325298,-0.412699608,-0.174325298,0.429501161,-0.174325298,-0.067316192,1.506386533,4.134033315,-0.174325298,0.684049071,-0.174325298,4.081636144,1.180971342,3.086833261,-1.189562445,-0.174325298,-0.174325298,-0.174325298,-0.174325298,2.69668529,-0.174325298,1.805937431,-0.174325298,1.451726789,-0.174325298,0.872804688,-0.174325298,0.56917255,0.379692739,-0.174325298,-0.174325298,-0.174325298,-0.26713273,-0.102343147,-2.29176678,-0.174325298,-0.771319002,0.945193811,0.066312508,0.271506916,1.152973265,0.33109094,-0.670000851,-0.174325298,-0.174325298,-0.174325298,-0.174325298,-0.174325298,-0.174325298,-0.174325298,-1.318254683,3.186862396,-3.57363193,0.446429313,3.385942335,-9.418721506,-1.95402806,-3.610324741,0.682541043,-2.807671057,-0.974561043,0.40568007
22,0.041011317,0.102417521,0.102417521,-0.351097996,0.15795765,-0.281132917,0.025898145,0.102417521,-0.566533114,0.075976351,0.072517382,-0.002569365,-0.064879645,0.102417521,1.693963051,0.102417521,0.102417521,0.737340289,-0.928519445,0.102417521,0.102417521,0.102417521,1.166257341,0.102417521,0.102417521,0.102417521,0.102417521,0.75672738,2.893296333,0.102417521,0.102417521,0.102417521,0.102417521,0.82574798,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,0.704131903,1.242397909,0.438141932,4.21822477,0.971687197,-1.031175193,0.177498236,-1.602424129,-0.524107327,-0.656667997,-0.367463994,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,0.102417521,-1.094776586,0.046457608,4.153691562,-0.53035714,4.91682525,-3.135052988,6.474752939,2.673915245,0.129481284,1.614022933,2.578016028,3.383407302
23,0.088166969,0.257097683,0.195874458,-0.134158845,0.047506478,0.49501998,0.195874458,0.195874458,0.290037889,0.257524159,0.195874458,0.195874458,0.195874458,0.195874458,1.200908044,0.195874458,3.624781806,1.379320223,0.363238514,1.313204518,0.195874458,2.910973365,3.241795207,5.027732185,1.699662195,0.195874458,-0.79423264,0.195874458,1.10085801,0.195874458,0.195874458,0.195874458,0.195874458,1.076937426,0.195874458,-0.197053356,-0.558846105,-0.903037699,0.195874458,0.195874458,0.003381617,1.441996502,1.321413195,2.305021639,4.742111866,1.43874027,1.605111872,3.289053562,1.175837757,1.214558989,0.195874458,4.276599517,0.195874458,0.195874458,0.195874458,0.195874458,-0.246408439,0.195874458,-1.450486884,1.185048573,0,1.057155552,5.071970334,3.83188643,-6.495789627,1.657064648,1.712600122,2.156151178,3.026546794,2.10534092,4.842659391
24,0.077575667,0.262276123,0.262276123,1.085326037,0.243714638,-0.5517815,-0.025624284,0.262276123,1.387297899,0.394493715,0.679181613,0.367263009,3.167794836,3.471107578,3.218156347,1.83711182,2.484589801,0.262276123,1.011967264,1.367259742,0.262276123,3.771408104,2.731537382,5.768253841,0.262276123,0.262276123,0.262276123,6.324738305,4.668275102,0.262276123,1.219221225,0.262276123,3.387530473,6.221485843,0.262276123,0.655203937,0.262276123,3.523434682,0.262276123,0.262276123,0.262276123,13.46049669,3.469628737,1.918138912,-6.637011026,0.360437493,1.983121629,3.221196327,0.350889332,-0.008360037,0.298292691,1.134259452,0.262276123,0.262276123,0.262276123,3.256511784,0.262276123,0.262276123,0.262276123,0.704346363,4.516099309,4.576215277,3.680436271,5.393530385,4.59097013,6.482917657,3.016385631,-0.754305454,1.479602419,4.281999718,3.747093143
25,-0.136160964,0.263318778,0.110638178,0.274438379,0.407209295,0.732490724,0.072238743,0.110638178,-0.040997709,0.110638178,0.25896873,0.026657489,0.110638178,2.194046869,-0.083725342,1.661056832,-2.1116755,0.110638178,0.193591315,2.284636842,4.19283763,1.480522614,1.563448235,-1.691212372,4.490900444,0.110638178,0.110638178,-2.270426691,1.310309807,0.110638178,0.110638178,0.110638178,0.110638178,0.110638178,0.110638178,2.436324395,0.110638178,1.174477999,1.748798416,0.110638178,0.110638178,3.876057341,1.462010095,-0.389142371,13.46377744,0.596249628,-1.260979304,-2.67763352,0.199172934,-2.081230392,-0.430977155,-0.40811271,0.110638178,0.110638178,0.110638178,0.110638178,-1.138262979,0.110638178,0.110638178,-0.100317681,3.730086412,2.526568381,0.358148247,-3.299213001,2.531780798,3.568239263,0.963821656,-0.071008721,0,0.298953885,0.698083114
26,-0.254693891,-0.099887059,-0.099887059,0.022787256,-0.266600074,-0.249635723,-0.106302285,-0.099887059,-0.520976065,-0.249691045,-0.099887059,-0.099887059,-0.099887059,-0.099887059,-1.866370677,4.412156469,-0.099887059,5.05884982,2.744836398,-2.273885723,-0.099887059,1.083558706,-0.099887059,-2.865040192,-0.099887059,-0.099887059,-0.099887059,-1.719355651,-2.165364962,-0.099887059,0.847987336,-0.099887059,0.666400215,-0.099887059,-0.099887059,-0.869121621,-0.099887059,-0.896704024,0.047714444,-0.099887059,-0.099887059,-3.247066231,-2.17495982,-1.704199543,-2.916974756,-1.058312628,-1.858352498,-3.451833341,-1.705630749,-1.705506195,-1.301868385,-1.40419551,-0.099887059,-0.099887059,-0.099887059,-0.099887059,-0.099887059,-0.099887059,-0.099887059,1.98747847,-1.170848926,0.38734716,2.770260255,2.557684179,0.623054975,-1.782477523,-1.82713637,-1.63925052,-2.521957133,-2.519024883,-1.93157893
27,-0.519646035,-0.194308025,-0.255400471,0.187523547,-0.273865987,-0.147653451,-0.473989842,-0.255400471,-0.574887691,-0.255400471,-0.255400471,-0.255400471,-0.512433368,-0.255400471,-0.563567125,1.183473274,-1.411482711,-0.815626026,-0.092666505,-1.36038409,-0.255400471,-0.935675203,-1.245507569,-2.107305248,-0.255400471,-0.255400471,-0.754154622,-1.492529651,-2.073632379,-0.255400471,-0.255400471,-0.255400471,-0.255400471,-0.255400471,-0.255400471,1.631447959,-0.255400471,-0.78033606,0.037854871,-0.255400471,-0.255400471,-1.726616219,-1.100580574,-1.17843814,-0.255400471,-1.944649328,-2.051936254,-1.725366672,-0.078252506,-1.157871018,-1.023650088,-0.53502001,-0.255400471,1.182913926,-0.255400471,-0.255400471,-0.255400471,-0.255400471,-0.255400471,0.128123016,-2.838289859,-3.346375164,-1.508963112,-2.394020755,7.453305186,-3.254426877,-1.465227679,-0.868780088,-1.811174994,-0.729549875,-0.176522552
